SegmentName,ProductId,NumberOfReviews,AverageScore,AverageHelpfulnessRatio,AverageReviewLength,RecommendationScore
Critical Customers,B000F8L4HK,3,3.0,0.3333333333333333,361.0,2.1999999999999997
Critical Customers,B0016J7SYU,3,3.0,0.3333333333333333,293.6666666666667,2.1999999999999997
Critical Customers,B001EO5U60,3,3.0,0.3333333333333333,428.6666666666667,2.1999999999999997
Critical Customers,B0054TWQ2C,6,3.0,0.3333333333333333,391.1666666666667,2.1999999999999997
Critical Customers,B007POA19O,3,3.0,0.3333333333333333,748.3333333333334,2.1999999999999997
Critical Customers,B0088OIA66,3,3.0,0.3333333333333333,876.6666666666666,2.1999999999999997
Critical Customers,B0014WYXQK,11,3.0,0.2606060606060606,867.4545454545455,2.1781818181818178
Critical Customers,B001ELL4FY,6,3.0,0.25833333333333336,401.5,2.1774999999999998
Critical Customers,B006Q7YFLQ,13,3.076923076923077,0.07692307692307693,948.3846153846154,2.1769230769230767
Critical Customers,B004G5ZYQ0,4,3.0,0.25,272.0,2.175
Critical Customers,B001BDDTB2,28,2.9285714285714284,0.40773809523809523,1048.0714285714287,2.1723214285714283
Critical Customers,B000KSVLG4,5,3.0,0.225,592.0,2.1674999999999995
Critical Customers,B001CX58IS,6,2.8333333333333335,0.611111111111111,369.8333333333333,2.1666666666666665
Critical Customers,B001FA1LL6,3,3.0,0.2222222222222222,411.0,2.1666666666666665
Critical Customers,B002YLEPP4,3,3.0,0.2222222222222222,623.3333333333334,2.1666666666666665
Critical Customers,B00181SVJW,4,2.75,0.75,285.5,2.15
Critical Customers,B004565GV8,3,3.0,0.16666666666666666,422.0,2.1499999999999995
Critical Customers,B0048KKKVC,3,3.0,0.16666666666666666,475.3333333333333,2.1499999999999995
Critical Customers,B000FA38ZY,39,2.9743589743589745,0.219017094017094,806.0,2.1477564102564104
Critical Customers,B000F4H5F4,4,3.0,0.125,557.25,2.1374999999999997
Critical Customers,B006W6YHYQ,5,2.8,0.5862068965517241,564.8,2.135862068965517
Critical Customers,B004YV80O4,36,2.861111111111111,0.426984126984127,739.0,2.130873015873016
Critical Customers,B001IZHSWO,6,2.8333333333333335,0.47222222222222227,501.5,2.125
Critical Customers,B0016JJEFG,5,2.8,0.55,545.0,2.1249999999999996
Critical Customers,B002OK2FCA,3,3.0,0.07692307692307693,364.3333333333333,2.1230769230769226
Critical Customers,B001EQ5F9K,7,2.857142857142857,0.4095238095238095,266.7142857142857,2.1228571428571428
Critical Customers,B000FPM22E,3,3.0,0.06666666666666667,256.0,2.1199999999999997
Critical Customers,B0094C0Q8Q,3,3.0,0.06666666666666667,256.0,2.1199999999999997
Critical Customers,B001BZ5EFE,5,2.8,0.52,444.0,2.1159999999999997
Critical Customers,B002LSI1SC,5,2.8,0.52,651.8,2.1159999999999997
Critical Customers,B000E63LOM,4,2.75,0.6351190476190476,612.5,2.115535714285714
Critical Customers,B001E5E1MI,9,2.7777777777777777,0.543001443001443,645.7777777777778,2.107344877344877
Critical Customers,B000CR00DS,3,2.6666666666666665,0.7833333333333333,226.33333333333334,2.1016666666666666
Critical Customers,B000HKYP9A,3,3.0,0.0,337.6666666666667,2.0999999999999996
Critical Customers,B001CX9PLO,3,3.0,0.0,245.33333333333334,2.0999999999999996
Critical Customers,B001SAW0G8,3,3.0,0.0,269.6666666666667,2.0999999999999996
Critical Customers,B002PNGY28,3,3.0,0.0,359.6666666666667,2.0999999999999996
Critical Customers,B001PO7FIU,12,2.75,0.5804737882255044,520.25,2.099142136467651
Critical Customers,B001EQ55RW,48,2.8333333333333335,0.33469805657305657,515.0208333333334,2.0837427503052504
Critical Customers,B007RTR9E2,23,2.6956521739130435,0.6434782608695653,727.0869565217391,2.0799999999999996
Critical Customers,B001E530IE,6,2.6666666666666665,0.7000000000000001,346.6666666666667,2.0766666666666667
Critical Customers,B002TMV34E,17,2.8823529411764706,0.196078431372549,714.8235294117648,2.076470588235294
Critical Customers,B000LRIJC8,3,2.6666666666666665,0.6666666666666666,452.0,2.0666666666666664
Critical Customers,B001YJ6M7Q,3,2.6666666666666665,0.6666666666666666,502.0,2.0666666666666664
Critical Customers,B004TI4SIE,9,2.6666666666666665,0.6666666666666666,592.3333333333334,2.0666666666666664
Critical Customers,B000DZFMEQ,29,2.6551724137931036,0.6914235190097259,523.6896551724138,2.06604774535809
Critical Customers,B000O7V3QO,8,2.75,0.46875,477.25,2.065625
Critical Customers,B001CDOBCM,6,2.8333333333333335,0.26704545454545453,813.8333333333334,2.0634469696969697
Critical Customers,B002LANN56,86,2.86046511627907,0.20080187050811288,1122.5348837209303,2.0625661425477824
Critical Customers,B001I8EVZI,6,2.8333333333333335,0.25,242.16666666666666,2.0583333333333336
Critical Customers,B004JRKEH4,50,2.86,0.15666666666666665,597.12,2.049
Critical Customers,B004DD7L9S,5,2.6,0.7555555555555555,329.6,2.0466666666666664
Critical Customers,B006BXUYN8,13,2.923076923076923,0.0,782.6923076923077,2.046153846153846
Critical Customers,B001HTP5DU,3,2.6666666666666665,0.5833333333333334,411.6666666666667,2.0416666666666665
Critical Customers,B0031VBGX0,3,2.6666666666666665,0.5833333333333334,522.6666666666666,2.0416666666666665
Critical Customers,B002GWHAXK,4,2.75,0.375,624.25,2.0374999999999996
Critical Customers,B0040PX5HQ,4,2.75,0.375,383.75,2.0374999999999996
Critical Customers,B007K449CE,8,2.875,0.08125,707.75,2.0368749999999998
Critical Customers,B001J4FSR6,3,2.6666666666666665,0.5409356725146198,492.0,2.0289473684210524
Critical Customers,B0017ATFRQ,5,2.8,0.2,236.8,2.0199999999999996
Critical Customers,B00028LGDK,3,2.6666666666666665,0.5,256.0,2.0166666666666666
Critical Customers,B001EO5QW8,3,2.6666666666666665,0.5,228.0,2.0166666666666666
Critical Customers,B005GGV19C,3,2.6666666666666665,0.5,470.6666666666667,2.0166666666666666
Critical Customers,B000ILKXP8,4,2.75,0.3,538.25,2.0149999999999997
Critical Customers,B000FK63IS,7,2.5714285714285716,0.716248037676609,847.0,2.0148744113029826
Critical Customers,B005HO0ARM,5,2.8,0.18181818181818182,291.2,2.014545454545454
Critical Customers,B007R1PGVS,15,2.6666666666666665,0.4905988455988456,620.8,2.01384632034632
Critical Customers,B004CYLW7A,50,2.82,0.10666666666666666,736.52,2.006
Critical Customers,B0013P3KC6,5,2.6,0.6097402597402597,650.0,2.0029220779220775
Critical Customers,B007RTR8AM,22,2.8181818181818183,0.09848484848484848,850.0454545454545,2.002272727272727
Critical Customers,B001EO7LRG,4,2.75,0.25,232.25,1.9999999999999998
Critical Customers,B001P737PC,4,2.75,0.25,580.5,1.9999999999999998
Critical Customers,B0038RLIYO,4,2.75,0.25,280.5,1.9999999999999998
Critical Customers,B000EDG598,4,2.5,0.8097222222222222,922.0,1.9929166666666667
Critical Customers,B004IJMVQK,12,2.6666666666666665,0.4115384615384616,339.75,1.990128205128205
Critical Customers,B001BKR5L0,5,2.6,0.5666666666666667,606.6,1.9899999999999998
Critical Customers,B001EQ59W8,5,2.8,0.1,399.2,1.9899999999999998
Critical Customers,B000F9XBDE,4,2.75,0.21071428571428572,491.75,1.9882142857142855
Critical Customers,B0029Y4PNI,8,2.5,0.7916666666666666,275.625,1.9875
Critical Customers,B0029Y6AJ0,8,2.5,0.7916666666666666,275.625,1.9875
Critical Customers,B007OXJMD2,6,2.8333333333333335,0.0,229.0,1.9833333333333334
Critical Customers,B001R3CH82,3,2.6666666666666665,0.38888888888888884,134.33333333333334,1.9833333333333332
Critical Customers,B006H34CUS,41,2.8292682926829267,0.0,311.3414634146341,1.9804878048780485
Critical Customers,B000RFS57I,9,2.5555555555555554,0.6296296296296297,643.7777777777778,1.9777777777777774
Critical Customers,B000HD7N7I,4,2.5,0.75,331.5,1.975
Critical Customers,B001EPPCFS,18,2.6666666666666665,0.34589947089947093,357.05555555555554,1.9704365079365078
Critical Customers,B002IEZJMA,90,2.7444444444444445,0.1642929292929293,741.9777777777778,1.9703989898989898
Critical Customers,B001EO7GYY,5,2.6,0.4995670995670995,350.2,1.9698701298701298
Critical Customers,B000CMF1A0,3,2.6666666666666665,0.3333333333333333,274.3333333333333,1.9666666666666666
Critical Customers,B000GFYRI0,3,2.6666666666666665,0.3333333333333333,628.6666666666666,1.9666666666666666
Critical Customers,B0015A034M,3,2.6666666666666665,0.3333333333333333,173.33333333333334,1.9666666666666666
Critical Customers,B001IZK7K4,3,2.6666666666666665,0.3333333333333333,268.3333333333333,1.9666666666666666
Critical Customers,B00370XQ5G,3,2.6666666666666665,0.3333333333333333,346.3333333333333,1.9666666666666666
Critical Customers,B00375LB5S,3,2.6666666666666665,0.3333333333333333,326.6666666666667,1.9666666666666666
Critical Customers,B00375LB62,3,2.6666666666666665,0.3333333333333333,326.6666666666667,1.9666666666666666
Critical Customers,B00375LB6C,3,2.6666666666666665,0.3333333333333333,326.6666666666667,1.9666666666666666
Critical Customers,B00375LB6M,3,2.6666666666666665,0.3333333333333333,326.6666666666667,1.9666666666666666
Critical Customers,B00375LB6W,3,2.6666666666666665,0.3333333333333333,326.6666666666667,1.9666666666666666
Critical Customers,B0017U7TFG,6,2.6666666666666665,0.3055555555555556,165.83333333333334,1.958333333333333
Critical Customers,B004ZIER34,86,2.63953488372093,0.3430232558139535,730.546511627907,1.9505813953488371
Critical Customers,B000HDJZEM,7,2.5714285714285716,0.5,455.2857142857143,1.95
Critical Customers,B001EO776Q,4,2.5,0.6666666666666666,235.75,1.95
Critical Customers,B001EPQ0A4,3,2.6666666666666665,0.27777777777777773,369.3333333333333,1.9499999999999997
Critical Customers,B0039555VM,3,2.6666666666666665,0.25,329.3333333333333,1.9416666666666664
Critical Customers,B007RTR8AC,17,2.588235294117647,0.4288048552754435,944.5882352941177,1.940406162464986
Critical Customers,B000LQLV6U,4,2.5,0.625,180.0,1.9375
Critical Customers,B002BRC562,3,2.6666666666666665,0.22916666666666666,536.0,1.9354166666666666
Critical Customers,B001ELL4F4,12,2.6666666666666665,0.225,297.4166666666667,1.9341666666666666
Critical Customers,B004AHBMJW,3,2.3333333333333335,1.0,766.6666666666666,1.9333333333333333
Critical Customers,B0016687F2,8,2.625,0.30892857142857144,476.75,1.9301785714285713
Critical Customers,B000ED9LDU,3,2.6666666666666665,0.20833333333333334,370.0,1.9291666666666665
Critical Customers,B002Y2E7NS,6,2.6666666666666665,0.20833333333333334,400.3333333333333,1.9291666666666665
Critical Customers,B0089SPEO2,6,2.6666666666666665,0.20833333333333334,252.33333333333334,1.9291666666666665
Critical Customers,B004EKQM4U,7,2.4285714285714284,0.7584415584415584,992.8571428571429,1.9275324675324672
Critical Customers,B0030EK6HU,3,2.3333333333333335,0.9761904761904763,783.0,1.9261904761904762
Critical Customers,B004M5XUGK,8,2.5,0.5863095238095238,454.375,1.925892857142857
Critical Customers,B001IA3S1Y,4,2.75,0.0,353.5,1.9249999999999998
Critical Customers,B002Z95BOY,4,2.75,0.0,199.0,1.9249999999999998
Critical Customers,B000I6625I,3,2.6666666666666665,0.19047619047619047,305.0,1.9238095238095236
Critical Customers,B0012YEKCW,5,2.6,0.34461538461538466,356.6,1.9233846153846152
Critical Customers,B000SATIBO,10,2.5,0.5725,399.6,1.92175
Critical Customers,B000GZU7SY,3,2.3333333333333335,0.9583333333333334,350.3333333333333,1.9208333333333334
Critical Customers,B000NMGB4E,3,2.3333333333333335,0.9523809523809524,333.0,1.919047619047619
Critical Customers,B0006G86CM,3,2.6666666666666665,0.16666666666666666,195.0,1.9166666666666665
Critical Customers,B0028A8ZEI,6,2.6666666666666665,0.16666666666666666,374.5,1.9166666666666665
Critical Customers,B00433ICSC,3,2.6666666666666665,0.16666666666666666,327.3333333333333,1.9166666666666665
Critical Customers,B004ILOH7Y,3,2.6666666666666665,0.16666666666666666,234.0,1.9166666666666665
Critical Customers,B004MO6NI8,54,2.6666666666666665,0.16440329218106997,886.1851851851852,1.9159876543209875
Critical Customers,B0043FC4GQ,13,2.4615384615384617,0.6388888888888888,394.15384615384613,1.9147435897435898
Critical Customers,B000EM8UFG,4,2.5,0.5416666666666666,277.75,1.9125
Critical Customers,B0002JG0HG,9,2.5555555555555554,0.4079229412562746,460.1111111111111,1.911265771265771
Critical Customers,B00064VQO4,10,2.5,0.5349999999999999,651.1,1.9104999999999999
Critical Customers,B000N8N45W,14,2.5,0.5345238095238095,513.0714285714286,1.9103571428571429
Critical Customers,B0036QHQ5C,5,2.6,0.3,403.4,1.91
Critical Customers,B000EVIDUY,8,2.625,0.23790322580645162,448.625,1.9088709677419353
Critical Customers,B001E5E0Y2,17,2.5294117647058822,0.4537060978237449,472.29411764705884,1.9067000646412409
Critical Customers,B0017363E6,3,2.3333333333333335,0.9,364.3333333333333,1.9033333333333333
Critical Customers,B001E5E29A,18,2.5555555555555554,0.37272079772079775,475.3888888888889,1.900705128205128
Critical Customers,B001E5E0I8,3,2.6666666666666665,0.1111111111111111,277.0,1.9
Critical Customers,B0042GZSU0,4,2.5,0.5,561.5,1.9
Critical Customers,B00427ZLOC,7,2.4285714285714284,0.6666666666666667,473.57142857142856,1.8999999999999997
Critical Customers,B00427ZLOM,7,2.4285714285714284,0.6666666666666667,473.57142857142856,1.8999999999999997
Critical Customers,B006N3I84I,18,2.5,0.49850427350427357,423.8888888888889,1.899551282051282
Critical Customers,B000255OIG,11,2.5454545454545454,0.386499863772591,372.09090909090907,1.897768140949959
Critical Customers,B0002DGRPC,11,2.5454545454545454,0.386499863772591,372.09090909090907,1.897768140949959
Critical Customers,B003V7XNRQ,4,2.5,0.4910714285714286,640.5,1.8973214285714286
Critical Customers,B007I7Z3Z0,85,2.4823529411764707,0.5320067022242687,717.6705882352941,1.89724906949081
Critical Customers,B001LG940E,65,2.6307692307692307,0.17461538461538462,834.4615384615385,1.8939230769230768
Critical Customers,B000V6FTTU,7,2.4285714285714284,0.6448412698412699,323.85714285714283,1.8934523809523807
Critical Customers,B0002HDLZM,4,2.5,0.475,403.25,1.8925
Critical Customers,B001E4S86E,3,2.6666666666666665,0.08333333333333333,354.0,1.8916666666666664
Critical Customers,B000EF3E2W,12,2.5,0.4666666666666666,420.8333333333333,1.89
Critical Customers,B003FCZUCI,4,2.5,0.45833333333333337,301.0,1.8875
Critical Customers,B004VDH4L0,5,2.4,0.6916666666666667,901.8,1.8875
Critical Customers,B002AYA6M6,6,2.5,0.45714285714285713,316.3333333333333,1.887142857142857
Critical Customers,B0047E2I5U,6,2.5,0.45714285714285713,316.3333333333333,1.887142857142857
Critical Customers,B008EG59KS,3,2.6666666666666665,0.06666666666666667,212.0,1.8866666666666665
Critical Customers,B001EQ55ZO,47,2.5106382978723403,0.42434988179669025,532.3191489361702,1.8847517730496453
Critical Customers,B000VK6NDC,5,2.4,0.6781818181818182,222.2,1.8834545454545455
Critical Customers,B001VNEII0,6,2.3333333333333335,0.8333333333333334,447.1666666666667,1.8833333333333333
Critical Customers,B002Z04RNY,3,2.3333333333333335,0.8333333333333334,531.3333333333334,1.8833333333333333
Critical Customers,B003OPCMZO,4,2.5,0.44166666666666665,227.75,1.8825
Critical Customers,B00410JCD6,4,2.5,0.4375,223.5,1.88125
Critical Customers,B004X3VRLG,35,2.6,0.19142857142857142,717.7714285714286,1.8774285714285712
Critical Customers,B00068PCTU,3,2.3333333333333335,0.8055555555555555,898.0,1.875
Critical Customers,B000GG0BPW,4,2.5,0.41666666666666663,230.0,1.875
Critical Customers,B000SARZ64,5,2.4,0.65,593.4,1.875
Critical Customers,B001B0Y1SK,4,2.5,0.41666666666666663,704.5,1.875
Critical Customers,B000SDMFC0,15,2.466666666666667,0.4890740740740741,451.4,1.8733888888888888
Critical Customers,B0019FOZC4,4,2.5,0.40890444015444016,689.75,1.872671332046332
Critical Customers,B00437EN2C,4,2.5,0.4,280.0,1.87
Critical Customers,B0030VJ70K,13,2.6153846153846154,0.13076923076923078,395.9230769230769,1.8699999999999999
Critical Customers,B0027Z5J6G,5,2.4,0.6266666666666667,299.2,1.8679999999999999
Critical Customers,B000H7GQV8,3,2.3333333333333335,0.7777777777777778,332.0,1.8666666666666667
Critical Customers,B000I6PXGM,3,2.6666666666666665,0.0,276.3333333333333,1.8666666666666665
Critical Customers,B0029JHI5U,3,2.6666666666666665,0.0,359.3333333333333,1.8666666666666665
Critical Customers,B00425BQWU,3,2.6666666666666665,0.0,441.3333333333333,1.8666666666666665
Critical Customers,B0043ODAAG,3,2.6666666666666665,0.0,158.33333333333334,1.8666666666666665
Critical Customers,B000EVQWHU,11,2.4545454545454546,0.48863636363636365,329.3636363636364,1.864772727272727
Critical Customers,B0015TZAY6,4,2.5,0.375,367.5,1.8625
Critical Customers,B0040PWYVO,3,2.3333333333333335,0.7579365079365079,271.3333333333333,1.8607142857142858
Critical Customers,B000LKVDUU,9,2.4444444444444446,0.49715099715099714,454.77777777777777,1.8602564102564103
Critical Customers,B000FDKQCO,5,2.4,0.6,439.8,1.8599999999999999
Critical Customers,B000XJLJGC,4,2.25,0.95,579.25,1.8599999999999999
Critical Customers,B003JVBQ6Y,5,2.4,0.6,417.0,1.8599999999999999
Critical Customers,B001LG945O,85,2.541176470588235,0.26960784313725494,752.564705882353,1.8597058823529409
Critical Customers,B0012SSWKE,5,2.4,0.5909090909090909,802.8,1.8572727272727272
Critical Customers,B001EO616S,10,2.5,0.35465599876314163,528.2,1.8563967996289426
Critical Customers,B004YV80OE,63,2.5238095238095237,0.2788359788359788,709.2380952380952,1.8503174603174601
Critical Customers,B000FL52IY,12,2.5,0.3333333333333333,319.0833333333333,1.85
Critical Customers,B004P13CN2,5,2.6,0.1,690.4,1.8499999999999999
Critical Customers,B001EO69NS,7,2.4285714285714284,0.4795918367346939,506.0,1.843877551020408
Critical Customers,B000G0EP78,14,2.4285714285714284,0.4752747252747253,497.57142857142856,1.8425824175824173
Critical Customers,B001E6K6GW,10,2.5,0.30694444444444446,246.9,1.8420833333333333
Critical Customers,B004JQVASM,8,2.5,0.30416666666666664,545.375,1.84125
Critical Customers,B001EO7E0K,4,2.25,0.875,291.75,1.8375
Critical Customers,B000LG6BBA,5,2.4,0.52,312.2,1.8359999999999999
Critical Customers,B001ACMCNA,7,2.4285714285714284,0.4489795918367347,853.0,1.8346938775510202
Critical Customers,B0001AVTE0,3,2.3333333333333335,0.6666666666666666,482.6666666666667,1.8333333333333333
Critical Customers,B000FDLB8M,3,2.3333333333333335,0.6666666666666666,383.3333333333333,1.8333333333333333
Critical Customers,B000HDJXF8,3,2.3333333333333335,0.6666666666666666,165.66666666666666,1.8333333333333333
Critical Customers,B000KOWJQE,3,2.3333333333333335,0.6666666666666666,396.0,1.8333333333333333
Critical Customers,B0019CW0HE,3,2.3333333333333335,0.6666666666666666,323.0,1.8333333333333333
Critical Customers,B001O8KG74,3,2.3333333333333335,0.6666666666666666,409.6666666666667,1.8333333333333333
Critical Customers,B002GUXYO6,3,2.3333333333333335,0.6666666666666666,338.3333333333333,1.8333333333333333
Critical Customers,B002GWMCIS,3,2.3333333333333335,0.6666666666666666,324.3333333333333,1.8333333333333333
Critical Customers,B005HBTNH8,3,2.3333333333333335,0.6666666666666666,311.3333333333333,1.8333333333333333
Critical Customers,B007WP3XU0,3,2.3333333333333335,0.6666666666666666,258.0,1.8333333333333333
Critical Customers,B004Q9QIPM,9,2.4444444444444446,0.4037037037037037,316.22222222222223,1.8322222222222224
Critical Customers,B000GB7RV8,6,2.3333333333333335,0.6594827586206896,609.1666666666666,1.83117816091954
Critical Customers,B004772OUG,5,2.4,0.5,263.6,1.8299999999999998
Critical Customers,B003MOX6RA,4,2.5,0.2647058823529412,377.75,1.8294117647058823
Critical Customers,B0060JMVM0,14,2.357142857142857,0.5943671407957122,489.07142857142856,1.8283101422387136
Critical Customers,B001HTJEZ0,3,2.3333333333333335,0.6464646464646465,446.6666666666667,1.8272727272727272
Critical Customers,B001LGGH40,81,2.4814814814814814,0.29811875367430923,694.4074074074074,1.8264726631393298
Critical Customers,B00063KO34,5,2.4,0.4769230769230769,680.2,1.823076923076923
Critical Customers,B001EQ5PU4,3,2.3333333333333335,0.6296296296296297,536.0,1.8222222222222222
Critical Customers,B0006VB3TA,10,2.4,0.4666666666666667,441.8,1.8199999999999998
Critical Customers,B001EQ4QSG,5,2.4,0.4611111111111111,323.6,1.8183333333333334
