ProductId,NumberOfReviews,AverageScore,AverageHelpfulnessRatio,AverageReviewLength,RecommendationScore
B001QW6LMW,6,5.0,0.6666666666666666,727.5,3.7
B0002UIKSM,6,5.0,0.6666666666666666,324.5,3.7
B003P9XGEU,6,5.0,0.6666666666666666,395.8333333333333,3.7
B003SE19UK,9,5.0,0.6666666666666666,579.7777777777778,3.7
B000G201FG,9,5.0,0.6666666666666666,579.7777777777778,3.7
B001S38AK0,9,4.888888888888889,0.925925925925926,333.3333333333333,3.7
B000NNEESI,9,5.0,0.6666666666666666,235.33333333333334,3.7
B004M8MI06,6,5.0,0.6666666666666666,175.5,3.7
B0000TVUQE,6,5.0,0.6666666666666666,669.3333333333334,3.7
B007WFQ4EM,10,4.9,0.9,297.3,3.7
B001J5MVO8,6,5.0,0.6666666666666666,412.0,3.7
B0002UDY9W,7,4.857142857142857,1.0,462.14285714285717,3.6999999999999993
B001VNECGI,7,4.857142857142857,1.0,344.57142857142856,3.6999999999999993
B00859FH7O,10,4.9,0.8857762810623191,1185.8,3.695732884318696
B001B185I6,6,5.0,0.6458333333333334,790.1666666666666,3.69375
B0008JGWNW,14,5.0,0.6428571428571429,342.0,3.692857142857143
B005LMLXN0,11,5.0,0.6363636363636364,586.1818181818181,3.690909090909091
B000RHXIGO,11,5.0,0.6363636363636364,531.1818181818181,3.690909090909091
B001EQ5HPW,17,4.882352941176471,0.9098039215686274,400.52941176470586,3.690588235294118
B001O8NRAC,14,5.0,0.6338453213453213,409.7857142857143,3.6901535964035963
B000CD87MI,9,4.888888888888889,0.8888888888888888,479.22222222222223,3.688888888888889
B0000V1B0W,8,5.0,0.625,413.5,3.6875
B000X98Z5A,8,5.0,0.625,392.0,3.6875
B00113L7KC,8,5.0,0.625,419.625,3.6875
B0029NH0FE,8,5.0,0.625,369.125,3.6875
B003DIIZ9O,8,5.0,0.625,224.375,3.6875
B002C6DWP0,6,4.833333333333333,1.0,671.1666666666666,3.6833333333333327
B0019QKOQY,24,4.875,0.9010416666666666,879.7916666666666,3.6828125
B0009YWMYE,9,4.888888888888889,0.8666666666666667,715.5555555555555,3.6822222222222223
B0002AQKDY,7,4.857142857142857,0.9404761904761905,260.0,3.6821428571428565
B001PEWJWC,27,4.888888888888889,0.8617283950617284,418.1111111111111,3.680740740740741
B004SKQ60Q,5,5.0,0.6,488.0,3.68
B0000DG4MO,5,5.0,0.6,820.2,3.68
B004W5REF8,5,5.0,0.6,220.8,3.68
B008L19ZQ0,5,5.0,0.6,307.0,3.68
B001FA1E5Y,5,5.0,0.6,315.8,3.68
B000FA39AS,5,5.0,0.6,479.4,3.68
B001TM3XKW,5,5.0,0.6,779.4,3.68
B0015GPUJY,5,5.0,0.6,541.6,3.68
B000WFL0BG,5,5.0,0.6,577.0,3.68
B0037LW78C,5,5.0,0.6,516.8,3.68
B002UQED5A,5,5.0,0.6,453.2,3.68
B000RY5EVO,5,5.0,0.6,678.4,3.68
B001BM3ON6,5,5.0,0.6,202.6,3.68
B000VDP13M,5,5.0,0.6,593.6,3.68
B007MI2RU4,5,5.0,0.6,339.2,3.68
B000HQR0QO,5,5.0,0.6,332.0,3.68
B005OPQKN2,5,5.0,0.6,634.8,3.68
B001VNEA9M,5,5.0,0.6,399.6,3.68
B000OIWY8Y,10,5.0,0.6,454.3,3.68
B001E5DQOW,5,5.0,0.6,277.0,3.68
B000HQR0NC,5,5.0,0.6,345.8,3.68
B0060NJZIY,5,5.0,0.6,340.0,3.68
B000R1BPOC,5,5.0,0.6,201.0,3.68
B0076OTMAW,5,5.0,0.6,185.8,3.68
B000E3XCEY,5,5.0,0.6,233.2,3.68
B001L1KH6Y,10,5.0,0.6,275.7,3.68
B006GIXJ08,5,5.0,0.6,429.8,3.68
B002SUT74K,7,4.857142857142857,0.9285714285714286,359.57142857142856,3.678571428571428
B00196497O,13,4.923076923076923,0.7666666666666667,489.84615384615387,3.6761538461538463
B004M0ES98,8,4.875,0.875,471.75,3.675
B0040PYX90,8,4.875,0.875,376.875,3.675
B004CSUGP0,12,5.0,0.5798611111111112,446.0833333333333,3.673958333333333
B0025UOOBO,5,5.0,0.575,959.6,3.6725
B004LKVRLG,7,5.0,0.5714285714285714,409.14285714285717,3.6714285714285713
B004LKVRKM,7,5.0,0.5714285714285714,409.14285714285717,3.6714285714285713
B000NY4SZQ,7,5.0,0.5714285714285714,322.42857142857144,3.6714285714285713
B001ATZOAQ,7,5.0,0.5714285714285714,696.7142857142857,3.6714285714285713
B003CB0VAI,7,5.0,0.5714285714285714,249.0,3.6714285714285713
B001LO501S,5,5.0,0.5714285714285714,369.4,3.6714285714285713
B001L1DYAA,13,5.0,0.5708521870286576,212.23076923076923,3.671255656108597
B000F3WS7K,30,4.866666666666666,0.8784391534391535,419.93333333333334,3.6701984126984124
B003AO5DLO,10,4.9,0.8,398.7,3.67
B001EPPCYE,9,5.0,0.5660968660968662,413.55555555555554,3.66982905982906
B000YV7X1O,9,4.888888888888889,0.8240740740740741,299.3333333333333,3.6694444444444447
B000E1DSQS,9,5.0,0.5555555555555556,209.88888888888889,3.6666666666666665
B002FYJTCE,9,5.0,0.5555555555555556,396.8888888888889,3.6666666666666665
B000633S78,11,4.909090909090909,0.7626262626262627,474.54545454545456,3.665151515151515
B001EQ4G6I,14,4.928571428571429,0.7142857142857143,284.64285714285717,3.6642857142857146
B001LQRKC8,14,5.0,0.5476190476190477,505.42857142857144,3.664285714285714
B001EQ5EJQ,31,4.838709677419355,0.9239247311827957,428.741935483871,3.6642741935483873
B003SE52K8,9,4.888888888888889,0.8055555555555556,1190.7777777777778,3.663888888888889
B000H23YC2,15,4.866666666666666,0.8555555555555556,358.6666666666667,3.663333333333333
B0057R54UM,7,5.0,0.5428571428571428,702.7142857142857,3.662857142857143
B0007UQ73W,27,4.851851851851852,0.8881965298631966,511.14814814814815,3.6627552552552554
B000E1HVW0,13,5.0,0.5384615384615384,489.0,3.6615384615384614
B0051OEEIE,5,4.8,1.0,470.2,3.6599999999999997
B003ULJJN0,18,4.888888888888889,0.7916666666666666,392.0,3.6597222222222223
B0029JFW8U,7,5.0,0.5238095238095238,412.57142857142856,3.657142857142857
B000AOV9BU,14,4.857142857142857,0.8571428571428571,438.2857142857143,3.6571428571428566
B001KVNDM0,7,4.857142857142857,0.8571428571428571,657.1428571428571,3.6571428571428566
B0051IWQ26,7,4.857142857142857,0.8571428571428571,517.4285714285714,3.6571428571428566
B00113XJQW,9,5.0,0.5176767676767677,654.0,3.6553030303030303
B001D0IZAS,10,4.8,0.9823886838365639,778.0,3.654716605150969
B001D0MF2W,10,4.8,0.9823886838365639,778.0,3.654716605150969
B001EQ4VXG,11,4.909090909090909,0.7272727272727273,284.1818181818182,3.6545454545454543
B000143ZK2,22,4.909090909090909,0.7272727272727273,402.59090909090907,3.6545454545454543
B003WT71MG,6,4.833333333333333,0.9,562.8333333333334,3.653333333333333
B001E5DWWS,9,5.0,0.5046296296296297,313.6666666666667,3.651388888888889
B003BDXQH2,8,5.0,0.5,389.625,3.65
B002LO5SFA,6,5.0,0.5,182.0,3.65
B001I7PNKQ,6,5.0,0.5,538.5,3.65
B000MT4HVC,6,5.0,0.5,582.8333333333334,3.65
B002MZAJ0M,10,5.0,0.5,606.1,3.65
B000CDZY8I,5,5.0,0.5,301.4,3.65
B001FSK3PI,6,5.0,0.5,396.0,3.65
B004TMGSWY,6,5.0,0.5,287.8333333333333,3.65
B004VLVOJ0,8,5.0,0.5,762.5,3.65
B003Y7QKIW,6,5.0,0.5,579.8333333333334,3.65
B0029O0XGQ,30,5.0,0.5,276.8,3.65
B003ZFSDX8,5,5.0,0.5,162.2,3.65
B000CMD63E,27,4.814814814814815,0.9305555555555556,364.25925925925924,3.649537037037037
B009NTCO4O,11,4.909090909090909,0.7045454545454546,337.27272727272725,3.6477272727272725
B004GUQ8Q0,11,4.909090909090909,0.7045454545454546,337.27272727272725,3.6477272727272725
B002HNZRKQ,8,5.0,0.48863636363636365,621.75,3.646590909090909
B001E5DZSO,21,4.904761904761905,0.707010582010582,563.3333333333334,3.645436507936508
B000V96C4I,12,5.0,0.48333333333333334,260.0,3.645
B004ECMDXW,7,5.0,0.4761904761904762,346.0,3.642857142857143
B000Q0IMOK,36,4.916666666666667,0.6685685685685685,484.94444444444446,3.6422372372372376
B0018CJJ9C,10,4.9,0.7,716.3,3.64
B000FFHT68,11,4.818181818181818,0.890909090909091,514.0909090909091,3.6399999999999997
B000JJHSQG,6,5.0,0.4583333333333333,720.8333333333334,3.6375
B004AIBSFE,8,4.875,0.75,336.375,3.6374999999999997
B0018CID1M,8,4.875,0.75,446.625,3.6374999999999997
B002RBTX80,8,4.875,0.75,311.75,3.6374999999999997
B00168ABLI,6,5.0,0.4523809523809524,380.6666666666667,3.6357142857142857
B002AUBJFI,15,4.933333333333334,0.6,305.06666666666666,3.6333333333333333
B0026LKY4S,9,5.0,0.4444444444444444,334.22222222222223,3.6333333333333333
B001FXLLEK,6,4.833333333333333,0.8333333333333334,378.0,3.633333333333333
B0050KD9XU,6,4.833333333333333,0.8333333333333334,240.0,3.633333333333333
B000YV9QMI,15,4.933333333333334,0.5944444444444444,344.3333333333333,3.6316666666666664
B000X2CWTM,37,4.837837837837838,0.810939510939511,275.8918918918919,3.6297683397683396
B002Q7QML6,7,5.0,0.42857142857142855,292.85714285714283,3.6285714285714286
B000NY8OLU,7,5.0,0.42857142857142855,361.42857142857144,3.6285714285714286
B0025UOEZ0,7,5.0,0.42857142857142855,227.57142857142858,3.6285714285714286
B000KNDAZO,7,5.0,0.42857142857142855,249.0,3.6285714285714286
B0014ET24G,12,4.833333333333333,0.8125,530.1666666666666,3.6270833333333328
B001KUWDMW,6,5.0,0.4166666666666667,305.3333333333333,3.625
B0002YGSA0,13,4.923076923076923,0.5897435897435898,353.84615384615387,3.623076923076923
B000FKEWRM,6,5.0,0.40984848484848485,172.66666666666666,3.6229545454545455
B000SSTZ9G,5,5.0,0.4,232.2,3.62
B000PCC3KI,5,5.0,0.4,326.0,3.62
B006IMC2IC,5,5.0,0.4,473.8,3.62
B000YPMK04,5,5.0,0.4,294.4,3.62
B004AGA0LE,5,5.0,0.4,221.0,3.62
B004EI1USA,5,5.0,0.4,275.8,3.62
B00437JI8Q,5,5.0,0.4,217.4,3.62
B0061YK3O2,5,5.0,0.4,470.8,3.62
B000MXJR8G,5,5.0,0.4,349.0,3.62
B0000DG6XV,5,5.0,0.4,393.0,3.62
B004PZN0V2,5,5.0,0.4,467.8,3.62
B007TU2Y0I,5,5.0,0.4,135.0,3.62
B0075LFKRK,5,5.0,0.4,409.0,3.62
B005FAAZWI,5,5.0,0.4,493.8,3.62
B003M61HU6,17,4.9411764705882355,0.5294117647058824,576.7058823529412,3.6176470588235294
B0040DWCXG,27,4.851851851851852,0.7376327376327376,303.55555555555554,3.6175861175861175
B0050HZLN4,12,4.916666666666667,0.5833333333333334,380.5833333333333,3.6166666666666667
B000HDL1RQ,38,4.7631578947368425,0.9407894736842105,419.86842105263156,3.6164473684210527
B000HDOPZG,38,4.7631578947368425,0.9407894736842105,419.86842105263156,3.6164473684210527
B003LVOL46,13,5.0,0.38461538461538464,536.3076923076923,3.6153846153846154
B000BXSTXQ,17,5.0,0.38235294117647056,196.88235294117646,3.614705882352941
B000LKXZI8,7,4.857142857142857,0.7142857142857143,314.42857142857144,3.614285714285714
B002LDA2TS,8,5.0,0.375,322.5,3.6125
B002TE9VXM,8,5.0,0.375,210.75,3.6125
B001FA1RYM,8,5.0,0.375,334.875,3.6125
B001EU5S9S,8,5.0,0.375,239.375,3.6125
B001EQ5536,8,5.0,0.375,268.25,3.6125
B0018N2UNI,5,4.8,0.8400000000000001,217.4,3.612
B001EO5YCA,9,4.888888888888889,0.625925925925926,228.44444444444446,3.6100000000000003
B001E6EE92,11,5.0,0.36363636363636365,314.45454545454544,3.609090909090909
B0029K5536,5,5.0,0.36,368.0,3.608
B000NMG99Q,10,4.9,0.5916666666666667,311.3,3.6075
B0028VAQSU,20,5.0,0.35,440.8,3.605
B000V9CLBG,6,5.0,0.3333333333333333,262.8333333333333,3.6
B003FWKCB2,6,5.0,0.3333333333333333,429.8333333333333,3.6
B000RHUWMC,9,5.0,0.3333333333333333,283.44444444444446,3.6
B000H7K0WO,6,5.0,0.3333333333333333,267.3333333333333,3.6
B000MPRP4C,9,5.0,0.3333333333333333,479.44444444444446,3.6
B0040PWQCG,8,5.0,0.3333333333333333,342.75,3.6
B0002BKIRW,14,4.928571428571429,0.5,645.4285714285714,3.6
B000YHRGP6,6,5.0,0.3333333333333333,373.5,3.6
B0029NWW5W,12,5.0,0.3333333333333333,326.3333333333333,3.6
B0044TYIZQ,6,5.0,0.3333333333333333,210.16666666666666,3.6
B000I6O548,6,5.0,0.3333333333333333,247.66666666666666,3.6
B0014AX0WA,6,5.0,0.3333333333333333,737.8333333333334,3.6
B006XYUZ9I,6,5.0,0.3333333333333333,647.5,3.6
B0019GVYKO,5,4.8,0.8,249.4,3.5999999999999996
B0007SN7B4,38,4.894736842105263,0.5789473684210527,374.89473684210526,3.5999999999999996
B001C4PKIK,13,4.846153846153846,0.6923076923076923,649.3846153846154,3.5999999999999996
B001VNGN0Q,5,4.8,0.8,355.2,3.5999999999999996
B000F0FZCI,12,4.916666666666667,0.5205026455026455,335.0,3.5978174603174606
B000GG0BNO,13,4.846153846153846,0.6846153846153846,320.6923076923077,3.597692307692307
B001EQ4DQQ,13,4.846153846153846,0.676923076923077,366.2307692307692,3.595384615384615
B000PDRYPQ,19,4.894736842105263,0.5614035087719298,346.3157894736842,3.594736842105263
B005NYXF00,5,5.0,0.31477272727272726,183.8,3.594431818181818
B001FA1S2I,8,5.0,0.3125,536.0,3.59375
B000G82L62,91,4.846153846153846,0.6707419277555025,417.010989010989,3.5935302706343424
B001FA1L7A,9,5.0,0.30925925925925923,335.8888888888889,3.5927777777777776
B001BOE3SY,9,5.0,0.3055555555555556,231.11111111111111,3.591666666666667
B002RZ1QNG,11,4.818181818181818,0.7272727272727273,375.54545454545456,3.590909090909091
B0017GAT70,8,4.875,0.59375,506.625,3.5906249999999997
B000EISJXS,8,4.875,0.59375,952.25,3.5906249999999997
B000YPO8FY,10,5.0,0.3,352.8,3.59
B005EL6VOY,33,5.0,0.3,445.4848484848485,3.59
B000084EKY,5,4.8,0.7666666666666667,570.4,3.59
B000F0FX5C,12,4.75,0.8777024706372533,1083.25,3.588310741191176
B000N0T30K,8,4.875,0.580952380952381,465.25,3.586785714285714
B0002SQ47I,11,4.909090909090909,0.5011544011544011,511.1818181818182,3.5867099567099565
B007M84S9C,7,5.0,0.2857142857142857,507.2857142857143,3.585714285714286
B00013EWNM,7,5.0,0.2857142857142857,389.42857142857144,3.585714285714286
B008CTB5DW,7,5.0,0.2857142857142857,392.42857142857144,3.585714285714286
B001F1WD0S,7,5.0,0.2857142857142857,401.2857142857143,3.585714285714286
B000LQOI8S,7,5.0,0.2857142857142857,297.14285714285717,3.585714285714286
B000LKUACW,7,5.0,0.2857142857142857,242.14285714285714,3.585714285714286
B000EIMC2M,7,5.0,0.2857142857142857,244.14285714285714,3.585714285714286
B0042DIZIU,7,4.857142857142857,0.6190476190476192,243.57142857142858,3.5857142857142854
B000E1BKJK,10,4.9,0.5189285714285714,249.4,3.5856785714285717
B000H27I4C,5,5.0,0.2833333333333333,225.2,3.585
B000FCI6JU,12,4.833333333333333,0.6666666666666666,276.8333333333333,3.583333333333333
B000NO93PQ,6,4.833333333333333,0.6666666666666666,303.0,3.583333333333333
B0085V3YFO,12,4.833333333333333,0.6666666666666666,385.9166666666667,3.583333333333333
B001L54X74,6,4.833333333333333,0.6666666666666666,625.6666666666666,3.583333333333333
B0070PV73M,6,4.833333333333333,0.6666666666666666,625.6666666666666,3.583333333333333
B000E7WM0U,6,4.833333333333333,0.6666666666666666,301.6666666666667,3.583333333333333
B000H27PAO,6,4.833333333333333,0.6666666666666666,460.5,3.583333333333333
B0032RPLSY,60,4.766666666666667,0.8193996743996744,471.05,3.582486568986569
B006ACQY66,41,4.780487804878049,0.7829197126004873,372.3414634146341,3.5812173771947804
B006ACQYB6,41,4.780487804878049,0.7829197126004873,372.3414634146341,3.5812173771947804
B006ACQY3E,41,4.780487804878049,0.7829197126004873,372.3414634146341,3.5812173771947804
B0094JPM1K,41,4.780487804878049,0.7829197126004873,372.3414634146341,3.5812173771947804
B005HB4HGU,41,4.780487804878049,0.7829197126004873,372.3414634146341,3.5812173771947804
B000LRKO9E,7,4.857142857142857,0.6031746031746031,539.8571428571429,3.58095238095238
B000GPXRRW,10,4.9,0.5,365.9,3.58
B000GG1O80,10,4.9,0.5,411.6,3.58
B0058DA0H2,10,4.9,0.5,321.0,3.58
B003YBNK4A,5,5.0,0.26666666666666666,331.4,3.58
B003VZCZ0O,18,4.888888888888889,0.5198412698412699,326.77777777777777,3.5781746031746033
B001LNWITQ,5,5.0,0.26,258.2,3.578
B0007IQQXU,9,4.888888888888889,0.5185185185185186,260.1111111111111,3.577777777777778
B006VXU6ZO,7,4.857142857142857,0.5901875901875903,578.7142857142857,3.5770562770562764
B000CSQ79I,7,4.714285714285714,0.9166666666666667,934.5714285714286,3.5749999999999997
B0005ZXPY8,14,4.857142857142857,0.5806818036783193,473.42857142857144,3.5742045411034953
B000AEWGBM,17,4.882352941176471,0.5176470588235295,256.5882352941176,3.5729411764705885
B0000TWLJO,11,4.909090909090909,0.45454545454545453,298.8181818181818,3.5727272727272723
B001EYUE2A,11,4.909090909090909,0.45454545454545453,256.72727272727275,3.5727272727272723
B000LKZ84W,9,4.888888888888889,0.5,198.88888888888889,3.5722222222222224
B001HTG24G,7,4.857142857142857,0.5714285714285714,375.2857142857143,3.5714285714285707
B000FL1I3C,7,4.857142857142857,0.5714285714285714,231.85714285714286,3.5714285714285707
B0001BVD8G,7,4.857142857142857,0.5714285714285714,421.85714285714283,3.5714285714285707
B0049ZCFBE,7,4.857142857142857,0.5714285714285714,1069.4285714285713,3.5714285714285707
B000NO5CC4,7,4.857142857142857,0.5714285714285714,439.42857142857144,3.5714285714285707
B000P8HPCI,17,4.705882352941177,0.922689075630252,418.05882352941177,3.5709243697478987
B001C4PK4Y,5,4.8,0.7,331.6,3.57
B002VRJ2CM,13,4.846153846153846,0.5897435897435898,372.6923076923077,3.5692307692307685
B001GCVLVI,9,4.888888888888889,0.48888888888888893,494.3333333333333,3.568888888888889
B0000DK4ZR,22,4.954545454545454,0.3325757575757576,245.22727272727272,3.567954545454545
B0000CDBRP,9,5.0,0.2222222222222222,246.66666666666666,3.566666666666667
B001225KGO,6,4.666666666666667,1.0,238.66666666666666,3.5666666666666664
B00113SKZC,6,4.666666666666667,1.0,587.5,3.5666666666666664
B001EQ5FQI,6,4.833333333333333,0.611111111111111,448.6666666666667,3.566666666666666
B001682OOA,14,5.0,0.21428571428571427,385.42857142857144,3.564285714285714
B008LUTRG4,14,5.0,0.21428571428571427,247.57142857142858,3.564285714285714
B004AMHIJU,8,4.875,0.5,353.625,3.5624999999999996
B000HDMW9M,8,4.875,0.5,300.25,3.5624999999999996
B004GU3Z5M,8,4.875,0.5,337.375,3.5624999999999996
B008NDSNAU,17,4.9411764705882355,0.3445378151260505,302.70588235294116,3.56218487394958
B000F4DKB2,24,4.916666666666667,0.3993055555555556,249.45833333333334,3.5614583333333334
B003VN5BIE,11,4.818181818181818,0.625,441.27272727272725,3.5602272727272726
B001KNI2WE,5,5.0,0.2,228.4,3.56
B007GEKOGI,5,5.0,0.2,255.6,3.56
B00168Q338,5,5.0,0.2,283.4,3.56
B0004M29IA,5,5.0,0.2,273.0,3.56
B003EPIN70,5,5.0,0.2,649.0,3.56
B002GWMGGQ,5,5.0,0.2,441.8,3.56
B0038K2YNK,5,5.0,0.2,330.0,3.56
B007FRAAB0,5,5.0,0.2,358.6,3.56
B0030C9A60,5,5.0,0.2,207.0,3.56
B001E5DXPO,5,5.0,0.2,328.8,3.56
B00609PJLU,5,5.0,0.2,518.0,3.56
B003ZTV1UQ,5,5.0,0.2,186.4,3.56
B000H223CO,5,5.0,0.2,378.2,3.56
B004ALLAQ8,5,5.0,0.2,571.0,3.56
B000HDONJO,5,5.0,0.2,198.6,3.56
B0001JUJA6,5,5.0,0.2,258.4,3.56
B0001LVX4K,15,4.8,0.6666666666666666,344.26666666666665,3.56
B000CQ6KVA,5,5.0,0.2,324.0,3.56
B000GG0BNY,10,4.8,0.6666666666666667,469.2,3.56
B001EQ5N10,5,5.0,0.2,332.0,3.56
B000FGC67E,8,4.75,0.7803030303030303,375.625,3.5590909090909086
B001FA1KP8,6,4.833333333333333,0.5833333333333334,254.33333333333334,3.5583333333333327
B0006SKCVI,21,4.761904761904762,0.748015873015873,314.57142857142856,3.557738095238095
B003P7ZMDA,14,4.928571428571429,0.35714285714285715,394.85714285714283,3.5571428571428574
B00023NFNY,7,4.714285714285714,0.8571428571428571,204.57142857142858,3.557142857142857
B001EPPFVE,6,4.666666666666667,0.9666666666666667,374.6666666666667,3.5566666666666666
B00474G3BU,9,4.888888888888889,0.4444444444444444,541.6666666666666,3.555555555555556
B0017WFX6G,50,4.76,0.7445854636591478,391.2,3.5553756390977442
B000R5MZW4,5,5.0,0.18181818181818182,637.0,3.5545454545454547
B000LKZL76,18,4.777777777777778,0.6969135802469135,376.27777777777777,3.5535185185185183
B0018R0MOI,10,4.7,0.875,471.1,3.5525
B00016Q6EM,7,4.857142857142857,0.5064102564102564,179.85714285714286,3.5519230769230763
B006ABD1SG,13,4.769230769230769,0.7076923076923076,296.38461538461536,3.5507692307692302
B004VEQUIW,13,4.769230769230769,0.7076923076923076,296.38461538461536,3.5507692307692302
B002M53GFC,10,4.9,0.4,474.3,3.5500000000000003
B006A4R6OS,10,4.9,0.4,194.9,3.5500000000000003
B007N68CC2,10,4.9,0.4,194.9,3.5500000000000003
B000NVD9DG,6,5.0,0.16666666666666666,165.16666666666666,3.55
B005EF0HZO,6,5.0,0.16666666666666666,229.0,3.55
B001GIQD1K,6,5.0,0.16666666666666666,227.83333333333334,3.55
B0028C7T7K,24,4.75,0.75,290.625,3.55
B004VLVIL4,6,5.0,0.16666666666666666,380.3333333333333,3.55
B00637N4H0,8,4.75,0.75,724.25,3.55
B00474N5N4,6,5.0,0.16666666666666666,235.33333333333334,3.55
B001EO6AHI,6,5.0,0.16666666666666666,292.0,3.55
B002MS9FY0,12,4.833333333333333,0.5555555555555556,352.5833333333333,3.5499999999999994
B002ZP2OOI,7,4.857142857142857,0.5,688.7142857142857,3.5499999999999994
B0000D953W,5,5.0,0.16,220.4,3.548
B003DNL9U6,17,4.9411764705882355,0.29411764705882354,311.11764705882354,3.547058823529412
